DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:         1
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
2286   CURALAN EG FUNGICIDE               12X2.7    LB         41         33.250
2296   LAWN KING 9-22-16                  50LB      BAG        41         17.600
2301   LAWN KING 20-7-5 IRON & SULFUR     50LB      BAG        41         16.950
2303   TURF KING 22-3-11 W/50% UFLEXX     50LB      BAG        41         18.550
2306   TURF KING 22-5-8 W/50%XCU &6%FE    50LB      BAG        41         24.850
2307   TURF KING 24-0-12 W/25% UFLEXX     50LB      BAG        41         16.200
2309   TURF KING 28-5-5 25% SCU           50LB      BAG        41         17.500
2310   TURF KING 28-5-12 50% XCU          50LB      BAG        41         22.600
2311   TURF KING 18-24-12 50% XCU         50LB      BAG        41         23.550
2312   MILORGANITE 6-2-0(CLASSIC GRADE    50LB      BAG        41         10.850
2313   MILORGANITE 6-2-0(GREENS GRADE)    50LB      BAG        41         11.900
2316   LAWN KING 30-3-5                   50LB      BAG        41         15.900
2317   TURF KING 21-0-21 50%NIT/50%NUT    50LB      BAG        41         30.250
2318   TURF KING 28-3-10 50% NUT          50LB      BAG        41         24.300
2320   LAWN KING STEP 1 24-3-6 .06 DIM    20LB      BAG        41          8.050
2321   LAWN KING STEP 2 22-3-3 TRIMEC     20LB      BAG        41          8.950
2322   LAWN KING STEP 3 20-4-8            20LB      BAG        41          7.400
2323   LAWN KING STEP 4 18-3-10 TRIMEC    20LB      BAG        41          9.100
2324   LAWN KING STEP 5 16-2-12           20LB      BAG        41          6.600
2326   LAWN KING 24-0-4                   50LB      BAG        41         14.150
2347   CB 17% CROP OIL CONCENTRATE        120GAL    GAL        41          7.610
2357   CB 20% PREMIUM COC                 2X2.5     GAL        41          8.450
2359   CB 20% PREMIUM COC                 5GAL      GAL        41          8.450
2361   CB 20% PREMIUM COC                 220GAL    GAL        41          8.140
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        35
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
2363   CB 20% PREMIUM COC                 120GAL    GAL        41          8.140
2365   CB 17% CROP OIL CONCENTRATE        220GAL    GAL        41          7.610
2370   CB 17% CROP OIL CONCENTRATE        250GAL    GAL        41          7.610
2371   CB 17% CROP OIL CONCENTRATE        5GAL      GAL        41          7.920
2375   CB 17% CROP OIL CONCENTRATE        2X2.5     GAL        41          7.920
2386   CB TRIFLURALIN AT/EC               2X2.5     GAL        41         24.580
2408   CUTLESS 0.33G L.G.R.               21LB      LB         41          7.450
2419   CUTRINE PLUS GRANULAR              30LB      LB         41          2.360
2420   CUTRINE PLUS LIQUID                2X2.5     GAL        41         24.350
2423   CUTRINE PLUS LIQUID                4X1       GAL        41         24.800
2425   CUTRINE ULTRA                      2X2.5     GAL        41         27.450
2427   CUTRINE ULTRA                      30GAL     GAL        41         25.750
2428   CYONARA 9.7% EW INSECTICIDE        6X1       QT         41         68.200
2590   DAMOIL DORMANT SPRAY OIL           2X2.5     GAL        41         10.150
2672   CB DEFOAMER                        2X2.5     GAL        41         29.650
2675   CB DEFOAMER (16 OZ BTL)            12X1      BTL        41          5.880
2681   DEMAND CS INSECTICIDE              8X1       QT         41        143.250
2688   DEPARTURE HERBICIDE                2X2.5     GAL        41         33.400
2821   DIMENSION .25% DG PRO (150 SGN)    50LB      BAG        41         32.450
2822   DIMENSION 2EW (2 LB./GAL.)         2X2.5     GAL        41        226.150
2823   DIMENSION 2EW (2 LB./GAL.)         30GAL     GAL        41        222.250
2824   DIMENSION ULTRA 40WP-WSP           8X8X5     OZ         41          2.980
2827   DIMENSION 2EW + 1GAL. DEFENDOR     CS        CS         41      1,164.000
2839   DIPEL PRO DF                       30X1LB    LB         41         13.550
2906   DITHANE T/O RAINSHIELD             4X12      LB         41          4.350
2929   DISMISS TURF HERB. (4X64 OZ.)      4X1       BTL        41        716.000
2932   DISMISS TURF HERB. (12X6 OZ.)      12X1      BTL        41         65.120
2946   DOCKET DF FUNGICIDE                4X5       LB         41          6.900
2947   DOCKET WS FUNGICIDE                2X2.5     GAL        41         39.950
2956   DRIVE XLR8 HERBICIDE               4X.5      GAL        41        126.300
2970   D-TOX FLOWABLE CHARCOAL            2X2.5     GAL        41         21.950
3011   ECHO 720 T&O FUNGICIDE             2X2.5     GAL        41         39.950
3016   ESSENTIAL PLUS 1-0-1 BIOSTIM.      2X2.5     GAL        41         54.650
3023   TOURNAMENT-READY SOIL SURFACT      30GAL     GAL        41         60.450
3024   TOURNAMENT-READY SOIL SURFACT      5GAL      GAL        41         61.400
3042   DYLOX 6.2 G                        30LB      LB         41          1.220
3043   DYLOX 420 SL                       2X2.5     GAL        41         62.500
3044   EB MIX - CHELATED SOLUTION         2X2.5     GAL        41         11.000
3045   EDGELESS T.G.R. (12X8 FL. OZ.)     12X1      BTL        41         85.900
3048   EAGLE 20EW FUNGICIDE               4X1       GAL        41        207.350
3060   ETHEPHON 2SL (QUALI-PRO LABEL)     2X2.5     GAL        41         32.450
3064   EMERALD (FE) LIQUID IRON           2X2.5     GAL        41          9.050
3065   EMERALD (FE) LIQUID IRON           55GAL     GAL        41          7.400
3122   ENVOY PLUS HERBICIDE               4X1       GAL        41        124.650
3131   9/15 EMBARK TURF & ORNAMENTAL      4X1       GAL        41         82.550
3140   ENDEAVOR INSECTICIDE (8X6X2.5)     6X2.5     OZ         41         10.700
3147   ESCALADE 2 HERBICIDE               2X2.5     GAL        41         70.100
3182   FATHOM FUNGICIDE                   4X1       GAL        41         78.350
3191   EMERALD (FE) LIQUID IRON-NONRTN    265GAL    GAL        41          6.950
3200   FERROMEC AC LIQUID IRON - RTN      275GAL    GAL        41          8.050
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        36
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
3202   FERROMEC AC LIQUID IRON            55GAL     GAL        41          8.600
3204   FERROMEC AC LIQUID IRON            30GAL     GAL        41          8.900
3208   FERROMEC AC LIQUID IRON            2X2.5     GAL        41         11.100
3209   FERROMEC IRON PLUS MICROS          2X2.5     GAL        41         49.150
3210   FERROMEC IRON PLUS MICROS          55GAL     GAL        41         43.950
3242   EZG IRON 4.5%                      2X2.5     GAL        41         17.890
3244   EZG MAGNESIUM 2.5%                 2X2.5     GAL        41         14.350
3246   EZG MANGANESE 6%                   2X2.5     GAL        41         15.850
3255   FINALE                             2X2.5     GAL        41         58.600
3450   CB FOAM DYE (RED)                  6X1       PT         41         17.750
3463   FOCUS                              55GAL     GAL        41         37.850
3465   CB FOAM MARKER                     4X1       GAL        41         18.180
3466   FOCUS                              2X2.5     GAL        41         43.500
3467   CB FOAM DYE (BLUE)                 6X1       PT         41         17.750
3475   FORBID 4F (6X8OZ BTL/CASE)         6X8OZ     BTL        41        197.800
3482   FORE WSP RAINSHIELD (8X4X1.5LB)    8X4X1     LB         41          8.040
3484   FOURSOME (GREEN PIGMENT)           4X1       GAL        41        131.450
3486   FOSETYL-AL WDG FUNGICIDE           4X5.5     LB         41         17.850
3491   FWY INJECTABLE SOIL PENETRANT      30GAL     GAL        41         21.670
3509   CB GARDIAN PLUS WEATHERMAX         120GAL    GAL        41          5.170
3510   CB GARDIAN WEATHERMAX              220GAL    GAL        41         18.140
3511   CB GARDIAN WEATHERMAX              250GAL    GAL        41         18.140
3518   CB GARDIAN WEATHERMAX              2X2.5     GAL        41         18.450
3529   CB GARDIAN PLUS WEATHERMAX         250GAL    GAL        41          5.170
3530   CB GARDIAN PLUS WEATHERMAX         220GAL    GAL        41          5.170
3538   CB GARDIAN PLUS WEATHERMAX         2X2.5     GAL        41          5.480
3547   GOOSEGRASS/CRABGRASS CONTROL       28.8LB    BAG        41         85.650
3594   FUMITOXIN ROUND TABLETS(14X500)    14X1      BTL        41         24.500
3597   FUMITOXIN TABLETS SHIPPING BOX     EA        EA         41          6.550
3598   FUMITOXIN PELLETS SHIPPING BOX     EA        EA         41          6.550
3599   FUMITOXIN PELLETS (14X2490)        14X1      BTL        41         24.500
3600   GREEN LAWNGER DYE                  2X2.5     GAL        41         49.950
3605   FUSILADE II (ORNAMENTAL HERB.)     8X1       QT         41         68.450
3608   GREYHOUND INSECTICIDE(12X4 OZ)     1EA       BTL        41        234.000
3629   CB GARDIAN WEATHERMAX              120GAL    GAL        41         18.140
3655   GREEN SPEED SI (0-2-5)             2X2.5     GAL        41         25.850
3656   GREEN TREE PRO (12X4 OZ.)          1EA       BTL        41        138.000
3658   HYDRO-WET INJECTABLE               30GAL     GAL        41         16.100
3669   HYDRO-WET INJECTABLE               265GAL    GAL        41         15.650
3674   HUMIC ACID GRANULES (MH300)        50LB      BAG        41         16.700
3679   GRUB CONTROL-BAYER (.25% MERIT)    12LB      BAG        41         18.150
3682   GRUB KILLER PLUS (BAYER 24 HR.)    10LB      BAG        41         16.200
3695   H2O MAXIMIZER                      2X2.5     GAL        41         22.100
3699   H2O MAXIMIZER                      30GAL     GAL        41         21.400
3732   HYDREXX                            50LB      LB         41          9.700
3747   HYDRO-MAX (W/YUCCA EXTRACT)        2X2.5     GAL        41         52.900
3748   HEADWAY G FUNGICIDE                30LB      LB         41          1.820
3749   HYDRO-WET CONCENTRATE              2X2.5     GAL        41         44.050
3755   HERITAGE G FUNGICIDE               30LB      LB         41          1.760
3763   HORSEPOWER                         2X2.5     GAL        41         59.300
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        37
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
3777   IRON NUTRIBOOSTER(12X4 OZ)         1EA       BTL        41         92.000
3778   IRON-MANG NUTRIBOOSTER(12X4 OZ)    1EA       BTL        41        138.000
3783   HORSEPOWER                         30GAL     GAL        41         58.750
3786   HYDRO-WET PELLETS                  30X4OZ    OZ         41          2.070
3827   GYPSUM (GREENS GRADE PELLETS)      50LB      LB         41           .160
3828   GYPSUM (FAIRWAY PELLETS)           50LB      LB         41           .160
3849   JUNCTION WSP FUNGICIDE             4X6       LB         41         17.050
3853   K-MAG 0-0-22-22S-11MG GREENS       50LB      BAG        41         18.500
3858   IRON X-XTRA 6-0-0 W/9% FE          2X2.5     GAL        41         18.150
3892   KQ 2517 (KTS) 0-0-25-17S FERT.     2X2.5     GAL        41         10.100
3893   KQ 2517 (KTS) 0-0-25-17S FERT.     55GAL     GAL        41          8.950
3894   KH 2412-12% LIQUID HUMIC ACID      2X2.5     GAL        41         18.800
3901   KQ XRN 28-0-0 72% CRN              2X2.5     GAL        41         12.950
3902   KQ XRN 28-0-0 72% CRN              55GAL     GAL        41         11.150
3925   KQ 2517 (KTS) 0-0-25-17S           265GAL    GAL        41          8.100
3929   KQ XRN 28-0-0 72% CRN              265GAL    GAL        41          9.900
3940   LAKE & POND DYE WSP (PROKOZ)       1EA       CS         41        175.000
3941   LAKEPAK WSP (4X6X1/2 LB)           4X6X.5    LB         41         28.400
4039   LADA 2F T&O INSECTICIDE - QT       10X1      QT         41         42.550
4055   LAUNCH DRY GRANULES                50LB      LB         41          1.320
4056   LAUNCH                             55GAL     GAL        41         20.400
4058   LAUNCH                             2X2.5     GAL        41         22.600
4101   LIMESTONE(GREENS GRADE PELLETS)    50LB      LB         41           .150
4102   LIMESTONE (FAIRWAY PELLETS)        50LB      LB         41           .150
4129   CB LOCKTITE                        2X2.5     GAL        41         34.100
4148   CB LIQUID TANK CLEANER             4X1       GAL        41         20.850
4219   LUCID (MITICIDE/INSECTICIDE)       4X1       GAL        41        278.000
4228   MALATHION 57EC                     2X2.5     GAL        41         35.350
4239   MALATHION 5EC (DREXEL)             2X2.5     GAL        41         35.350
4250   MALLET 2F T&O INSECTICIDE          4X1       GAL        41         79.650
4251   MASTIFF PGR (FOR WEDGLE)           1EA       BTL        41        244.000
4254   MAINSAIL WDG                       4X5       LB         41          6.900
4255   MCPP-P 4 AMINE                     2X2.5     GAL        41         38.250
4261   MICRO UREA 46-0-0                  50LB      BAG        41         18.800
4262   MICREL TOTAL 5-0-0                 2X2.5     GAL        41         34.550
4263   9/15 MALLET 2F T&O INSECTICIDE     4X1       QT         41         42.550
4267   MG PRO LIQ 30-0-0 50% NBN-30       250GAL    GAL        41          7.300
4268   MALATHION 5EC (DREXEL)             4X1       GAL        41         35.600
4269   MAIN EVENT DRY IRON                10X3      LB         41          5.200
4270   MAIN EVENT DRY MANGANESE           10X3      LB         41          5.200
4271   MG PRO LIQ 17-2-5 50% NBN-30       250GAL    GAL        41          4.950
4279   MILLENNIUM ULTRA 2                 2X2.5     GAL        41         68.700
4283   MEDALIST SOIL SURFACTANT           2X2.5     GAL        41         27.500
4284   MEDALIST SOIL SURFACTANT           30GAL     GAL        41         26.600
4296   MINX MITICIDE/INSECTICIDE          4X1       QT         41         57.300
4301   MERIDIAN 25WG                      4X17      OZ         41          5.500
4302   MERIDIAN 0.33G                     40LB      BAG        41         65.650
4452   COPPER-COUNT-N                     2X2.5     GAL        41         22.400
4471   COPPER SULFATE CHEM ONE LARGE      50LB      LB         41          1.990
4472   COPPER SULFATE CRYSTAL GRANULAR    50LB      LB         41          1.990
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        38
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
4500   DIAMMONIUM PHOSPHATE (18-46-0)     50LB      BAG        41         20.450
4502   IRON CHELATE 4.5%                  2X2.5     GAL        41         16.850
4550   IRON F 577G - 50% FE               50LB      LB         41           .240
4555   IRON SULFATE 20% SUGAR IRON        50LB      LB         41           .270
4557   IRON SULFATE 30% GRANULE           50LB      LB         41           .400
4590   MANGANESE NUTRIBOOSTER (12X4OZ)    1EA       BTL        41         92.000
4592   MAGNESIUM CHELATE 2.5%             2X2.5     GAL        41         14.350
4669   MANGANESE CHELATE 6%               2X2.5     GAL        41         19.050
4671   MANGANESE SULF 32% MAXI GRANUL     50LB      LB         41           .640
4916   MANGANESE SULF 32% - TECMANGAM     55LB      LB         41           .640
4975   SULFUR MONT 90% DISINT GRANULE     2000LB    LB         41           .280
4978   SULFUR 90% GRANULE                 50LB      LB         41           .280
5116   ZINC CHELATE 9%                    2X2.5     GAL        41         15.850
5235   ZINC SULFATE 35 MAXI GRANULAR      50LB      LB         41           .770
5269   MULCH MAGIC DYE (DARK BROWN)       4X.5      GAL        41         72.950
5275   MEFENOXAM 2 AQ                     2X1       GAL        41        434.250
5281   MERIT 0.5 GRANULAR(GYPSUM BASE)    30LB      LB         41           .940
5298   SOLITARE WSL HERB. (4X3/4 GAL.)    4X1       BTL        41         77.350
5437   CB METHYLATED SOY-STIK             2X2.5     GAL        41         14.200
5442   CB METHYLATED SOY-STIK             250GAL    GAL        41         13.890
5444   CB METHYLATED SOY-STIK             220GAL    GAL        41         13.890
5445   CB METHYLATED SOY-STIK             120GAL    GAL        41         13.890
5447   PRO 15-0-4 W/.2% MERIT&25%NS-54    50LB      BAG        41         22.500
5449   CB METRO                           120GAL    GAL        41         28.230
5450   CB METRO                           2X2.5     GAL        41         28.540
5452   MERIT 2F                           4X1       GAL        41        315.050
5455   MERIT 75WP                         8X2       OZ         41         14.350
5457   MERIT 75 WSP PVA (4X4X1.6)         4X4X1.    OZ         41          9.460
5459   MECOMEC 4                          2X2.5     GAL        41         39.950
5466   CB METRO                           250GAL    GAL        41         28.230
5485   NITRO-30 (30-0-0)W/85% SRN         2X2.5     GAL        41         19.350
5490   MONOAMMONIUM PHOS.(11-52-0)GRNS    50LB      BAG        41         30.000
5503   PRO 18-0-4 W/.38% BARR&25%NS-54    50LB      BAG        41         20.300
5512   PILLAR G INTRINSIC FUNGICIDE       30LB      LB         41          2.130
5518   PRO 34-0-4                         50LB      BAG        41         15.900
5541   MURIATE OF POTASH (0-0-62)         50LB      BAG        41         19.350
5544   PRO 20-5-10 W/60% XCU & MICROS     50LB      BAG        41         19.950
5579   PRO 20-0-10 W/70% UFLEXX(150SGN    50LB      BAG        41         24.050
5588   NITRO + K 22-0-16 W/82% SRN        2X2.5     GAL        41         23.600
5589   NAVIGATE                           50LB      LB         41          3.720
5591   NITROFORM 38-0-0 B.CHIP 150 SGN    50LB      BAG        41         39.100
5593   NITROFORM 38-0-0 GRANULAR-MEARS    50LB      BAG        41         37.900
5605   PRO 17-0-4 W/.15% DIM & 25% XCU    50LB      BAG        41         21.900
5620   CB N-TENSE                         2X2.5     GAL        41         22.160
5624   CB N-TENSE                         220GAL    GAL        41         21.850
5627   CB N-TENSE                         120GAL    GAL        41         21.850
5628   CB N-TENSE                         250GAL    GAL        41         21.850
5629   OARS PELLETS                       12X8      OZ         41          1.770
5631   OARS SOIL SURFACTANT               2X2.5     GAL        41         85.250
5642   OCTANE 2% SC HERB. (12X8OZ.)       12X1      BTL        41         65.800
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        39
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
5645   ONYX INSECTICIDE                   16X1      QT         41        106.450
5653   ORNAMEC 170 (QUARTS)               12X1      QT         41         25.850
5665   ORTHENE T/T/O (12X3X.33)           12X1      LB         41         11.050
5672   PRO 6-12-12W/40%SRN AUTUMN CARE    2X2.5     GAL        41         17.350
5679   9/15 PILLAR G FUNGICIDE            30LB      LB         41          2.130
5723   PBS 150 SOIL SURFACTANT            2X2.5     GAL        41         87.330
5727   PENTRA-BARK                        4X1       GAL        41         96.250
5733   PRO-BALANCE 15-2-15 W/50% SRN      2X2.5     GAL        41         19.700
5734   PRO-FORMANCE ULTRA 18-3-6          2X2.5     GAL        41         46.750
5746   PRO 8-32-5 STARTER PLUS FERT.      2X2.5     GAL        41         25.950
5747   PRO 18-3-6 THE CLASSIC FERT.       2X2.5     GAL        41         18.550
5748   PRO 20-3-3 QUICK RESPONSE FERT.    2X2.5     GAL        41         17.050
5752   PRO 0-0-7 W/.067% ACELEPRYN        50LB      BAG        41         29.750
5753   PRO 15-0-5 W/.067% ACELEPRYN       50LB      BAG        41         33.250
5756   PINSCHER PGR (FOR WEDGLE)          1EA       BTL        41        244.000
5758   PK PRO NUTRIBOOSTER (12X4OZ)       1EA       BTL        41        135.000
5775   PH REDUCER (CITRIC ACID)           2X2.5     GAL        41         18.100
5782   PRAMITOL 25E                       2X2.5     GAL        41         33.270
5783   PRODIAMINE 65WDG                   6X5       LB         41         13.350
5786   PRO 7-0-0 W/.2% MERIT (EG)         50LB      BAG        41         18.250
5790   PRO 0-0-7 W/.43% BARRICADE (EG)    50LB      BAG        41         15.150
5791   PRO 22-0-0 W/20% UFL & .20%BARR    50LB      BAG        41         17.350
5798   POWERZONE                          2X2.5     GAL        41         85.000
5799   PRAMITOL 25E                       4X1       GAL        41         33.890
5808   PRO 15-0-0 W/.20% MERIT (EG)       50LB      BAG        41         21.400
5809   PRO 22-0-0 W/20% SCU &.08% DIM.    50LB      BAG        41         18.950
5823   PRO 13-0-5 W/.38% BARRICADE(EG)    50LB      BAG        41         17.100
5824   PRO 15-0-8 W/.869 MILLEN.ULTRA     40LB      BAG        41         21.900
5826   PRO 13-3-7 W/.86 PEND+40%P.S.      50LB      BAG        41         19.550
5827   PRO 16-0-9 W/SURGE HERBICIDE       40LB      BAG        41         22.950
5828   LAWN KING 13-13-13 W/8% S          50LB      BAG        41         17.150
5830   PRAMITOL 5PS                       25LB      LB         41          2.630
5833   PRO 18-3-12 .164% DIMENSION        50LB      BAG        41         27.450
5838   PRO 22-3-8 0.2% MERIT              50LB      BAG        41         26.850
5841   PRO 21-3-8 .426% BARRICADE         50LB      BAG        41         22.700
5842   PRO 25-0-8 W/TRIMEC (H.J.)         50LB      BAG        41         23.050
5844   PENDULUM AQUACAP                   2X2.5     GAL        41         58.450
5845   PENDULUM 2G                        40LB      LB         41          1.590
5846   PENDULUM 3.3EC                     2X2.5     GAL        41         37.100
5847   PENDULUM 3.3EC                     30GAL     GAL        41         37.100
5849   PENNANT MAGNUM                     4X1       GAL        41        190.300
5857   PERMETHRIN .25% GRANULES           25LB      LB         41           .590
5862   PRO 12-24-12 3.5% SIDURON          50LB      BAG        41         80.800
5865   PRO 18-3-7 .103% DIMENSION         50LB      BAG        41         21.350
5869   PRO 19-0-19 W/.37 BARRICADE(HJ)    50LB      BAG        41         37.600
5873   CB PREMIER 90                      120GAL    GAL        41         20.090
5875   CB PREMIER 90                      220GAL    GAL        41         20.090
5880   CB PREMIER 90                      2X2.5     GAL        41         20.400
5881   CB PREMIER 90                      4X1       GAL        41         21.470
5889   CB PREMIUM AMS                     2000LB    LB         41           .240
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        40
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
5890   CB PREMIUM AMS                     51LB      LB         41           .240
5899   POINTER INSECTICIDE(12X4 OZ)       1EA       BTL        41        234.000
5900   PRO 19-0-0 W/.164% DIMENSION       50LB      BAG        41         22.650
5910   PRE-SAN 12.5G                      50LB      LB         41          4.800
5916   PRO 19-0-0 A.M. W/.10% DIM (EG)    50LB      BAG        41         18.050
5926   PROGRASS                           2X2.5     GAL        41        141.760
5940   PRO 22-0-6 W/.75 PEND+40% P.S.     50LB      BAG        41         21.150
5941   PRONTO VEGETATION KILLER           4X1       GAL        41         40.050
5947   Q-4 PLUS HERBICIDE                 12X1      QT         41         35.350
5950   PRINCEP L (TREE & TURF LABEL)      2X2.5     GAL        41         19.350
5966   PRO BAIT (ANT CONTROL GRANULES)    4X4.5     LB         41          7.550
5972   PROSTAR 70 WG (NEW FORMULATION)    4X3       LB         41         58.450
5973   PROVAUNT INSECTICIDE               8X10OZ    OZ         41          7.950
5974   PRODEUCE (8 X 64 FL. OZ.)          8X1       BTL        41         32.500
5979   PRONTO WEED & GRASS KILLER CONC    12X1      QT         41         14.300
5985   PROXY                              2X2.5     GAL        41         32.560
5995   PRO 21-0-0 W/.20% MERIT-40% XCU    50LB      BAG        41         24.300
5998   PRODEUCE                           2X2.5     GAL        41         60.350
6000   PROSEDGE 2 HERBICIDE(10X1.33OZ)    1EA       BTL        41         87.400
6007   Q-4 PLUS HERBICIDE                 4X1       GAL        41        111.300
6012   Q-4 PLUS HERBICIDE                 2X2.5     GAL        41        105.150
6016   Q-4 PLUS HERBICIDE                 30GAL     GAL        41        102.250
6021   PROVAUNT INSECTICIDE               8X12      OZ         41          7.950
6026   QUICK SILVER T&O HERB.(32X8OZ.)    32X1      BTL        41        130.230
6034   QUINCEPT HERBICIDE                 2X2.5     GAL        41        101.150
6038   QUINCLORAC 75DF                    6X1       LB         41         37.700
6073   PROPHESY 0.72G FUNGICIDE           40LB      LB         41          2.100
6097   RESTORE PLUS 3-0-2 W/10% HUMIC     2X2.5     GAL        41         35.000
6110   REWARD                             4X1       GAL        41         95.850
6129   REVOLVER                           4X1       QT         41        219.100
6144   RESOLUTE 4FL HERBICIDE             4X1       GAL        41         92.750
6166   PRO 21-0-5 W/.43% BARR & 25%XCU    50LB      BAG        41         20.850
6175   PRO SOL FERT 20-20-20              25LB      BAG        41         35.050
6208   CB SALVAN                          250GAL    GAL        41         27.570
6210   CB SALVAN                          220GAL    GAL        41         27.570
6215   CB SALVAN                          120GAL    GAL        41         27.570
6216   CB SALVAN                          2X2.5     GAL        41         27.880
6221   PIN-DEE 3.3 T&O HERBICIDE          4X1.25    GAL        41         35.300
6222   RONSTAR 50 WSP                     5X2X1     LB         41         18.850
6224   RONSTAR G                          50LB      LB         41          1.470
6232   PYLEX HERBICIDE                    4X8OZ     FOZ        41         56.600
6238   RELIANT SYSTEMIC FUNGICIDE         2X2.5     GAL        41         18.200
6240   SCIMITAR CS                        8X1       PT         41         71.050
6241   SCIMITAR GC (RUP)                  8X1       QT         41        142.950
6284   RECOVER RX 3-18-18                 2X2.5     GAL        41         21.000
6363   SODIUM KNOCKOUT 5-0-0              2X2.5     GAL        41         26.900
6396   SEVIN SL (PROKOZ)                  2X2.5     GAL        41         35.300
6397   SEVIN SL (BAYER)                   2X2.5     GAL        41         35.300
6399   SQUARE ONE WDG (12X.5LB.BTL)       1EA       BTL        41         53.720
6418   SPRINT 330 FE                      50LB      LB         41          8.350
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        41
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
6422   SIM-TROL 4L                        2X2.5     GAL        41         17.060
6424   SIM-TROL 90 DF                     5X10      LB         41          3.970
6425   SPRINT 330 FE + MN                 50LB      LB         41          6.750
6434   SPRINT 330 FE                      6X5       LB         41          9.500
6439   SNAPSHOT 2.5TG                     50LB      LB         41          1.910
6443   SPOTRETE F (THIRAM)                2X2.5     GAL        41         40.250
6448   SOLITARE 75 WG HERBICIDE           6X1       LB         41        111.240
6454   SPREADER - SR 2000                 1EA       EA         41        596.000
6455   STRESSMASTER SI PHITE 0-28-26      2X2.5     GAL        41         21.230
6458   STRESSMASTER PHITE 0-0-31 W/UTE    2X2.5     GAL        41         17.900
6459   SPREADER - SS-2 DROP TYPE          1EA       EA         41        684.000
6462   9/15 SPOILER HERBICIDE             2X2.5     GAL        41         30.450
6471   SURGE HERBICIDE                    2X2.5     GAL        41         54.950
6472   SURGE HERBICIDE                    30GAL     GAL        41         53.500
6473   SURGE HERBICIDE                    4X1       GAL        41         58.100
6487   SULFUR XCUCOATED UREA 43-0-0-4S    50LB      BAG        41         27.100
6491   SUBDUE GR                          25LB      LB         41          4.400
6500   TEMPO WP ULTRA (6X420 GRAM)        6X1       BTL        41         66.250
6532   SPRINT 138 FE                      6X5       LB         41         19.150
6555   TENGARD SFR                        4X1.25    GAL        41         53.550
6568   LONTREL                            12X1      QT         41        168.400
6571   SPEEDZONE                          2X2.5     GAL        41         74.750
6572   SPEEDZONE                          30GAL     GAL        41         73.300
6577   SPEEDZONE                          4X1       GAL        41         78.600
6578   SPEEDZONE SOUTHERN                 2X2.5     GAL        41         73.600
6579   SPEEDZONE WEED KILLER (12X20OZ)    12X20     BTL        41         23.600
6580   SYNC FUNGICIDE ACTIVATOR           12X1      PT         41         16.350
6596   SUSTANE 8-2-4 W/90% SRN(100SGN)    50LB      BAG        41         34.750
6597   SUSTANE 16-0-6 W/40% SRN(200SGN    50LB      BAG        41         28.700
6598   SUSTANE 18-1-8 W/85% SRN(200SGN    50LB      BAG        41         33.000
6601   TALSTAR XTRA VERGE GRANULES        25LB      LB         41           .910
6603   SUSTANE 10-2-10 W/80%SRN(100SGN    50LB      BAG        41         34.900
6605   SUSTANE BOLSTER G 4-4-4(100SGN)    50LB      BAG        41         34.050
